Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issue,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,startPage,FindACopy,Database
Review 44 -- No Title,,124730292,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492141 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730292?accountid=14709, 173,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+44+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=173&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 40 -- No Title,"THOUGH today's triumph be tomorrow's pulpwood, it is not in nature for a reviewer to be fearful of enthusiasms. The journals of past, respected decades are populous with names that have gone without hope of resurrection into the disused and dingy limbo of a library file. Reviewed and reviewers alike are lapped in dust.",124730297,Magazines," Kennedy, Leo
Leo
Leo Kennedy
Kennedy
LEO KENNEDY", Copyright American Periodicals Series III Oct 1930," 429492101 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730297?accountid=14709, 174,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+40+--+No+Title&amp;rft.au=Kennedy%2C+Leo&amp;rft.aulast=Kennedy&amp;rft.aufirst=Leo&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=174&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 51 -- No Title,"AS AN illustration of the quality of art and wisdom which is the harvest of a great naturalist's ripe old age, The Dance of Youth, by the late seventy-one-year-old Hermann Sudermann, whom a competent critic has called ""one of the greatest, if not the greatest, of Germany's living writers"", commands unusual interest.",124730327,Magazines," HARRY HAYDEN CLARK
HARRY HAYDEN CLARK", Copyright American Periodicals Series III Oct 1930," 429492211 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730327?accountid=14709, 167,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+51+--+No+Title&amp;rft.au=HARRY+HAYDEN+CLARK&amp;rft.aulast=HARRY+HAYDEN+CLARK&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=167&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 49 -- No Title,"WITH this volume the tetralogy of thirteenthcentury Norway, ""The Master of Hestviken"", is completed, and Olav Audunsson ends his troubled life. The volume does not stand alone, and without having read the preceding books, one would make little of it. That is to say that the four volumes form a unified novel of some thirteen hundred pages.",124730338,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492191 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730338?accountid=14709, 170,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+49+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=170&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Miscellaneous,,124730367,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492331 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730367?accountid=14709, XIV,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Miscellaneous&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=XIV&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 5 -- No Title,"THE present age may not care for Jeremy Taylor's moralizing, but it foolishly denies itself if it allows this to stand in the way of the enjoyment of his excellent prose. The Bishop wrote in a grand and elaborate style which, as Mr. Pearsall Smith points out in his revealing prefatory essay, is all too rare nowadays.",124730542,Magazines," Stone, Geoffrey
Geoffrey
Geoffrey Stone
Stone
GEOFFREY STONE", Copyright American Periodicals Series III Oct 1930," 429491711 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730542?accountid=14709, 202,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=Stone%2C+Geoffrey&amp;rft.aulast=Stone&amp;rft.aufirst=Geoffrey&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=202&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 23 -- No Title,"VIRTUOSITY develops as spontaneity declines, and it attains its greatest heights in response to an audience which has come to value a given art for its own sake. Mr. Cane writes for an audience--such as Paris has had for eighty years, London for forty, and New York for perhaps fifteen--that takes a refined and sophisticated pleasure in the pure virtuosity of verse.",124730584,Magazines," Shepard, Odell
Odell
Odell Shepard
Shepard
ODELL SHEPARD", Copyright American Periodicals Series III Oct 1930," 429491911 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730584?accountid=14709, 188,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+23+--+No+Title&amp;rft.au=Shepard%2C+Odell&amp;rft.aulast=Shepard&amp;rft.aufirst=Odell&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=188&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 34 -- No Title,"INES SUAREZ was an heroic figure in an heroic period when women had hardly any existence outside of the home. She was the only woman who marched with the Conquistadors and who took part in battles against the Indians of South America when Spain's far-flung and bloody conquest was under way. And she was the mistress of Pedro de Valdivia, the conqueror of Chile.",124730624,Magazines," Norman, Charles
Charles
Charles Norman
Norman
CHARLES NORMAN", Copyright American Periodicals Series III Oct 1930," 429492041 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730624?accountid=14709, 178,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+34+--+No+Title&amp;rft.au=Norman%2C+Charles&amp;rft.aulast=Norman&amp;rft.aufirst=Charles&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=178&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
SPECIAL EDITIONS,,124730654,Magazines,, Copyright American Periodicals Series III Oct 1930," 429491631 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730654?accountid=14709, xx,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=SPECIAL+EDITIONS&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=xx&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 4 -- No Title,"WHEN Thomas Babington Macaulay read Santo Sebastiano, by Mrs. Kitty Cuthbertson, in the early 1830's, he made a list at the end of the book of the number of fainting spells credited to the characters therein. ""Mr. Driver lends us Blackwood's Magazine, the most able periodical there is,"" wrote thirteen-yearold Charlotte Bronte in 1829.",124730707,Magazines," Waterman, Myra M
Myra
Myra M Waterman
Waterman
M
MYRA M WATERMAN", Copyright American Periodicals Series III Oct 1930," 429491701 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730707?accountid=14709, 203,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+4+--+No+Title&amp;rft.au=Waterman%2C+Myra+M&amp;rft.aulast=Waterman&amp;rft.aufirst=Myra&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=203&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 12 -- No Title,"LANDSMEN visioning the sea as related in the old-time lore of sailing ships and Happy Jack the Sailorman should read this book. It is the story of the cruise of the old Grace Harwar, a wheat carrier, from Wallaroo, Australia, to England, made in 1929 amid hardships almost unbelievable. The old Grace, like most of the ghosts of her kind which have lingered over into this era of steam, was poorly provisioned and equipped with rotten gear, and her one-hundred-and-thirty-eight-day journey is a tale of misery and death, vividly told by the author of Falmouth for Orders.",124730749,Magazines," Harriss, R P
R
R P Harriss
Harriss
P
R P HARRISS", Copyright American Periodicals Series III Oct 1930," 429491781 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730749?accountid=14709, 199,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+12+--+No+Title&amp;rft.au=Harriss%2C+R+P&amp;rft.aulast=Harriss&amp;rft.aufirst=R&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=199&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 18 -- No Title,"IN 1914 the polyglot Ezra Pound assembled into an anthology, Des Imagistes, eleven young conspirators against the established order of letters: Richard Aldington, Hilda Doolittle, F. S. Flint, Skipwith Cannell, Amy Lowell, Dr. William Carlos Williams, James Joyce, Pound, Ford Madox Hueffer, Allen Upward, and John Cournos.",124730790,Magazines," Austin, Warren
Warren
Warren Austin
Austin
AUSTIN WARREN", Copyright American Periodicals Series III Oct 1930," 429491851 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730790?accountid=14709, 193,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+18+--+No+Title&amp;rft.au=Austin%2C+Warren&amp;rft.aulast=Austin&amp;rft.aufirst=Warren&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=193&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
POETRY,"THIS is Miss Deutsch's third book of poems, and it has the maturity to be expected of a poet whose work has been familiar for more than a decade to all who read contemporary verse. Like all her work, it shows fine and swift intelligence coupled with extreme subtlety of emotion. Miss Deutsch is a poet whose thought is always at least as important as her feeling, and whose powers of expression are adequate to every task laid upon them by a personality of unusual range and intensity.",124730830,Magazines,, Copyright American Periodicals Series III Oct 1930," 429491931 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730830?accountid=14709, 187,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=POETRY&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=187&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 26 -- No Title,"THE author of this biography of the man who, next to Shakespeare, is perhaps the most enigmatic of England's great figures of the modern era, is also the author, one learns through his bibliography, of Francesco Bernardi, Friend of Cromwell, published in Genoa last year. The reason why mention of of this earlier biography is pertinent to a discussion of the volume under consideration is that Mr.",124730860,Magazines," Marsh, Fred T
Fred
Fred T Marsh
Marsh
T
FRED T MARSH", Copyright American Periodicals Series III Oct 1930," 429491951 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730860?accountid=14709, 185,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+26+--+No+Title&amp;rft.au=Marsh%2C+Fred+T&amp;rft.aulast=Marsh&amp;rft.aufirst=Fred&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=185&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 36 -- No Title,"NORMAN LINDSAY, the author of this book, is the most celebrated of contemporary Australian artists. A recent exhibition of his drawings at the Leicester Galleries in London drew forth conflicting storms of praise and terrific abuse. Some of the ""protective societies"", after minutely lingering over Mr. Lindsay's sprawling nymphs and satyrs, demanded that the doors of the Gallery be bolted and barred.",124730892,Magazines," Clark, Antony
Antony
Antony Clark
Clark
ANTONY CLARK", Copyright American Periodicals Series III Oct 1930," 429492061 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730892?accountid=14709, 177,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+36+--+No+Title&amp;rft.au=Clark%2C+Antony&amp;rft.aulast=Clark&amp;rft.aufirst=Antony&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=177&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 43 -- No Title,"PERHAPS because of that delicately nuanced sunset glow which always accompanies a dying culture, the reign of Louis XVI will never cease to charm those eunuchs of the scholarly and literary worlds, the writers of period novels. Perhaps also because only a more masculine hand--that of a Dickens or a Hugo--can do justice to the reign of terror which inevitably ensues.",124730939,Magazines," O'Brien, Justin
Justin
Justin O'Brien
O'Brien
JUSTIN O'BRIEN", Copyright American Periodicals Series III Oct 1930," 429492131 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730939?accountid=14709, 173,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+43+--+No+Title&amp;rft.au=O%27Brien%2C+Justin&amp;rft.aulast=O%27Brien&amp;rft.aufirst=Justin&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=173&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 48 -- No Title,,124730977,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492181 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124730977?accountid=14709, 171,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+48+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=171&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 42 -- No Title,,124731035,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492121 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731035?accountid=14709, 174,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+42+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=174&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 14 -- No Title,"MR. DUFFUS has discussed the National Book Problem from every possible angle; from that of author and publisher, jobber and bookseller, book club and library--and, not least, from that of the reader. The facts he has transmitted will perhaps interest and will certainly surprise the many people who have always regarded books as a pastime and never as a business.",124731315,Magazines," Kronenberger, Louis
Louis
Louis Kronenberger
Kronenberger
LOUIS KRONENBERGER", Copyright American Periodicals Series III Oct 1930," 429491801 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731315?accountid=14709, 197,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+14+--+No+Title&amp;rft.au=Kronenberger%2C+Louis&amp;rft.aulast=Kronenberger&amp;rft.aufirst=Louis&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=197&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
FLEDGLING FICTION,SOMETHING should be done about it. For a brief time I thought that young men and young women had ceased to write those longish novels which deal so painstakingly and often so painfully with the discovery of maturity.,124731324,Magazines," Holt, Guy
Guy
Guy Holt
Holt
GUY HOLT", Copyright American Periodicals Series III Oct 1930," 429491681 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731324?accountid=14709, 205,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=FLEDGLING+FICTION%3A+FIFTEEN+BOOKS+ON+A+DEAD+REVIEWER%27S+CONSCIENCE&amp;rft.au=Holt%2C+Guy&amp;rft.aulast=Holt&amp;rft.aufirst=Guy&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=205&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
